Accession,Gene
Q8TA86,RP9
Q15291,RBBP5
Q96NR8,RDH12
K7EMY5,RDH13
Q17RB0,RTL8B
A0A087WXK2,PEG10
Q53RT3,ASPRV1
P52565,ARHGDIA
H0YGX7,ARHGDIB
Q07960,ARHGAP1
Q5T5U3,ARHGAP21
A7KAX9,ARHGAP32
Q13017,ARHGAP5
Q92888,ARHGEF1
M0QZS0,ARHGEF18
P62745,RHOB
Q5JR08,RHOC
P84095,RHOG
Q9NRR4,DROSHA
Q9H1E1,RNASE7
P13489,RNH1
Q5VU11,RPP30
Q99575,POP1
A0A087WZ13,RAVER1
D6RCB9,NHP2
B1ALA9,PRPS1
A0A087WWE7,RBIS
Q9Y4W2,LAS1L
O76021,RSL1D1
Q9H6W3,RIOX1
Q9BQC6,MRPL57
Q15418,RPS6KA1
P56182,RRP1
Q14684,RRP1B
Q92979,EMG1
A3KFL1,EXOSC2
Q9Y3A4,RRP7A
E9PPY3,RRP8
A0A669KAX9,4 SV
Q14692,BMS1
Q14137,BOP1
Q8TDN6,BRIX1
O95478,NSA2
Q9GZL7,WDR12
Q15050,RRS1
Q9H7B2,RPF2
Q9P2E9,RRBP1
Q9Y2P8,RCL1
J3KPD3,RBM7
Q96E39,RBMXL1
O43251,RBFOX2
Q9H0A0,NAT10
Q08J23,NSUN2
Q6P6C2,ALKBH5
O60306,AQR
A0A0C4DG89,DDX46
A2A376,DDX58
H7BXY3,DHX30
E7EQG2,EIF4A2
Q8N7H5,PAF1
Q8WVC0,LEO1
Q92541,RTF1
Q9Y224,RTRAF
F5H0R1,TUT1
P38159,RBMX
A0A1W2PP04,RBMX2
F6Y5H0,RBMS1
Q15434,RBMS2
P98175,RBM10
B9ZVT1,RBM12B
Q96PK6,RBM14
A0A499FJY3,RBM15
P49756,RBM25
Q9NW13,RBM28
P98179,RBM3
Q96EV2,RBM33
P42696,RBM34
Q14498,RBM39
Q9BWF3,RBM4
Q9BTD8,RBM42
A0AV96,RBM47
E9PGM9,RBM6
Q9Y5S9,RBM8A
B0QYK0,EWSR1
P35637,FUS
Q86XN8,MEX3D
O43347,MSI1
B4DHE8,MSI2
Q9ULX3,NOB1
Q9NRX1,PNO1
Q9UKM9,RALY
Q6ZRY4,RBPMS2
H3BMM9,RNPS1
Q9Y3I0,RTCB
P22087,FBL
I3L0T6,MRM3
Q9Y324,FCF1
Q5JTH9,RRP12
Q9Y3B9,RRP15
Q9Y265,RUVBL1
Q9Y230,RUVBL2
Q8NBX0,SCCPDH
O43865,AHCYL1
Q00266,MAT1A
P31153,MAT2A
Q9NWH9,SLTM
P82979,SARNP
P16615,ATP2A2
A0A0A0MT55,SARDH
Q15424,SAFB
Q14151,SAFB2
Q68D06,SLFN13
Q08AF3,SLFN5
O95171,SCEL
Q6P3W7,SCYL2
Q8WVM8,SCFD1
B3KRD8,SEC14L2
P0DP57,SLURP2
P55000,SLURP1
O95968,SCGB1D1
O95969,SCGB1D2
O15126,SCAMP1
O15127,SCAMP2
O14828,SCAMP3
Q969E2,SCAMP4
P57772,EEFSEC
Q14563,SEMA3A
P04279,SEMG1
Q02383,SEMG2
Q9H4L4,SENP3
D6RER5,SEPTIN11
Q15019,SEPTIN2
Q16181,SEPTIN7
A0A087X142,SEPTIN8
Q9UHD8,SEPTIN9
Q13501,SQSTM1
P34896,SHMT1
P34897,SHMT2
O15269,SPTLC1
O15270,SPTLC2
Q8IYP2,PRSS58
O43464,HTRA2
Q8IYB3,SRRM1
Q9UQ35,SRRM2
J3KTL2,SRSF1
O75494,SRSF10
J3KP15,SRSF2
P84103,SRSF3
Q13243,SRSF5
Q16629,SRSF7
Q13242,SRSF9
Q5T760,SRSF11
A0A0D9SEM4,SRSF4
Q9Y6E0,STK24
Q5VT25,CDC42BPA
P42345,MTOR
Q16513,PKN2
O96013,PAK4
I3L387,PLK1
Q13523,PRPF4B
Q99986,VRK1
H0YDU8,PPP5C
Q96QC0,PPP1R10
P63151,PPP2R2A
P30153,PPP2R1A
F6WIT2,PTPA
P67775,PPP2CA
Q8TF05,PPP4R1
O00743,PPP6C
B4DIW9,ANKRD28
Q96HS1,PGAM5
P62136,PPP1CA
P62140,PPP1CB
P36873,PPP1CC
Q13315,ATM
Q9Y3F4,STRAP
P02787,TF
Q8IW75,SERPINA12
Q96P63,SERPINB12
Q9UIV8,SERPINB13
P29508,SERPINB3
P48594,SERPINB4
P36952,SERPINB5
P35237,SERPINB6
O75635,SERPINB7
P50452,SERPINB8
P50454,SERPINH1
Q9BXP5,SRRT
P02743,APCS
Q5T5C7,SARS1
Q9UBL3,ASH2L
U3KQT1,ESD
Q9BRG2,SH2D3A
F5GXU7,SH2B1
Q5T123,SH3BGRL3
M0R2P6,SHKBP1
Q8NEX9,SDR9C7
Q9NR45,NANS
A6NMB1,SIGLEC16
Q9Y3R4,NEU2
Q5T5P0,KIAA1217
Q5T5P2,KIAA1217
Q9H9B4,SFXN1
Q99720,SIGMAR1
H0YNG3,SEC11A
Q9Y6A9,SPCS1
P61009,SPCS3
P37108,SRP14
P09132,SRP19
P61011,SRP54
P49458,SRP9
P08240,SRPRA
Q9Y5M8,SRPRB
Q9UHB9,SRP68
O76094,SRP72
C9J3L8,SSR1
C9JA28,SSR3
P42224,STAT1
P40763,STAT3
O43166,SIPA1L1
Q04837,SSBP1
Q29RF7,PDS5A
A9IYQ1,PDS5B
Q5T750,XP32
C9JD09,SLAIN1
Q96HU1,SGSM3
P62304,SNRPE
P62306,SNRPF
Q49AN9,SNRPG
P62314,SNRPD1
P62316,SNRPD2
P62318,SNRPD3
P14678,SNRPB
P35326,SPRR2A
P22532,SPRR2D
Q96RM1,SPRR2F
Q9BYE4,SPRR2G
B1AN48,SPRR3
O75691,UTP20
P61956,SUMO2
Q13573,SNW1
Q9UN76,SLC6A14
P05023,ATP1A1
P05026,ATP1B1
P54709,ATP1B3
A0A0U1RR18,SLC12A7
P11166,SLC2A1
H7BXN9,SLC22A8
X6R3N0,SLC27A3
Q96K37,SLC35E1
Q8IXU6,SLC35F2
Q8N357,SLC35F6
Q9NQZ2,UTP3
C9JDX2,SORBS2
O94875,SORBS2
Q00796,SORD
P30626,SRI
Q99523,SORT1
Q9Y512,SAMM50
O60749,SNX2
A0A494C0S0,SNX25
Q9UNH7,SNX6
Q9Y5X1,SNX9
Q96JI7,SPG11
Q9BW04,SARG
P02549,SPTA1
Q13813,SPTAN1
Q01082,SPTBN1
O15020,SPTBN2
Q96SI9,STRBP
Q9BVQ7,SPATA5L1
Q9P0W8,SPATA7
Q86XZ4,SPATS2
P19623,SRM
Q9NY59,SMPD3
C9J647,SMPD4
Q9NXE4,SMPD4
O95470,SGPL1
Q9Y657,SPIN1
Q13838,DDX39B
Q9P013,CWC15
H7BZT1,SF1
Q15637,SF1
Q15459,SF3A1
Q15428,SF3A2
Q12874,SF3A3
O75533,SF3B1
Q13435,SF3B2
Q15393,SF3B3
Q15427,SF3B4
Q9Y3B4,SF3B6
Q96I25,RBM17
Q01081,U2AF1
P26368,U2AF2
P23246,SFPQ
Q15020,SART3
Q9GZT3,SLIRP
Q14247,CTTN
O95104,SCAF4
H3BLV9,SRPK1
C9JWF7,SRPK2
Q7KZF4,SND1
Q96DR4,STARD4
Q9NSY2,STARD5
Q9P2P6,STARD9
Q86SK9,SCD5
C9JKF1,SAMD9
P35610,SOAT1
C9JDR0,NSDHL
Q9UJZ1,STOML2
Q9P2F5,STOX2
P38646,HSPA9
P31948,STIP1
Q9HCN8,SDF2L1
Q8IYB5,SMAP1
Q8WU79,SMAP2
J3KTL8,SMCHD1
Q14683,SMC1A
O95347,SMC2
Q9UQE7,SMC3
Q9NTJ3,SMC4
P21912,SDHB
P53597,SUCLG1
A0A2R8Y6Y7,SUCLA2
Q96I99,SUCLG2
P55809,OXCT1
O00391,QSOX1
Q9Y6N5,SQOR
P50225,SULT1A1
O00204,SULT2B1
H0Y742,SUN1
Q9UH99,SUN2
F5GYZ5,SOD2
P00441,SOD1
Q86UD0,SAPCD2
Q9Y5Y6,ST14
Q6UWP8,SBSN
O15260,SURF4
O75683,SURF6
M0R3F6,SUGP2
O75940,SMNDC1
Q92922,SMARCC1
Q8TAQ2,SMARCC2
O60264,SMARCA5
A0A2R8Y855,SMARCE1
Q92797,SYMPK
A8MQB8,FMR1
Q99536,VAT1
O43760,SYNGR2
P57105,SYNJ2BP
A0A0U1RQT9,SYPL1
O00161,SNAP23
Q9H7C4,SYNC
O60499,STX10
Q86Y82,STX12
Q9P2W9,STX18
Q12846,STX4
Q13190,STX5
O15400,STX7
Q9UNK0,STX8
O00560,SDCBP
Q9H190,SDCBP2
A0A075B6Z2,TRAJ56
Q9Y490,TLN1
A0A0G2JH37,TAPBP
Q13148,TARDBP
Q96GM8,TOE1
O60784,TOM1
Q9BPZ7,MAPKAP1
Q92804,TAF15
Q92609,TBC1D5
P17987,TCP1
P78371,CCT2
P50991,CCT4
P48643,CCT5
Q99832,CCT7
P49368,CCT3
P50990,CCT8
P40227,CCT6A
Q92526,CCT6B
F8VRQ3,TCP11L2
K7ERU7,TRIR
Q15554,TERF2
Q9NYB0,TERF2IP
Q9UGI8,TES
Q9NXF1,TEX10
K4DIA7,CD151
E9PRJ8,CD81
Q8NBP0,TTC13
A0A494C0N4,TTC21B
Q5VTQ0,TTC39B
Q86TV6,TTC7B
Q7Z6K1,THAP5
I3L0K2,TXNDC17
Q8NBS9,TXNDC5
P10599,TXN
P30048,PRDX3
F8W809,TXNRD1
K7ER96,TXNL1
Q9H3N1,TMX1
Q9Y320,TMX2
Q16762,TST
Q96FV9,THOC1
F2Z2V2,THOC2
D6RGZ2,THOC3
Q86V81,ALYREF
Q13769,THOC5
Q86W42,THOC6
Q9BQ50,TREX2
C9J052,TREX1
P26639,TARS1
Q9BW92,TARS2
P19971,TYMP
P23919,DTYMK
Q9P016,THYN1
O94900,TOX
P62328,TMSB4X
Q9Y2W1,THRAP3
Q15654,TRIP6
Q9P031,CCDC59
G3V1L9,TJP1
G5E9E7,TJP1
A0A3B3IRI3,TJP2
O95049,TJP3
Q13114,TRAF3
Q9H0E2,TOLLIP
O14656,TOR1A
A0A0A0MSK5,TOR1AIP1
A6NNK5,TP53BP1
J3KPT4,TRABD
P48553,TRAPPC10
O43617,TRAPPC3
Q96Q05,TRAPPC9
P37837,TALDO1
P20061,TCN1
A0A1W2PPZ5,TCEA1
O00267,SUPT5H
Q7KZ85,SUPT6H
O14776,TCERG1
Q9BQ70,TCF25
Q00059,TFAM
P20290,BTF3
Q9H6I2,SOX17
H0Y7L6,SP3
P29084,GTF2E2
O00268,TAF4
Q13263,TRIM28
Q9UNY4,TTF2
Q00577,PURA
Q96QR8,PURB
Q86TJ2,TADA2B
A0A2R8Y595,CTCF
Q86YP4,GATAD2A
Q8WXI9,GATAD2B
H0YJV7,YY1
Q9Y4P3,TBL2
Q12788,TBL3
P02786,TFRC
F2Z2U4,TRRAP
Q13595,TRA2A
P62995,TRA2B
P61586,RHOA
H0YCU9,TAGLN
P37802,TAGLN2
Q8TD43,TRPM4
P55072,VCP
P29401,TKT
Q8N442,GUF1
P49770,EIF2B2
E7ERK9,EIF2B4
Q13144,EIF2B5
Q9NR50,EIF2B3
H0Y9X1,TMA16
Q9Y2S6,TMA7
Q5W0H4,TPT1
Q99598,TSNAX
Q15629,TRAM1
F8WCJ7,SEC62
A6PVC9,SEC63
P30536,TSPO
P51571,SSR4
Q5TB53,TM9SF3
P49755,TMED10
Q15363,TMED2
Q9Y3Q3,TMED3
Q7Z7H5,TMED4
Q9Y3A6,TMED5
Q9BVK6,TMED9
A0A3B3ISS6,GPNMB
Q9NUM4,TMEM106B
Q9BVC6,TMEM109
A0A024R4K9,TMEM120A
Q14DG7,TMEM132B
Q9P0S9,TMEM14C
K7EQ34,TMEM161A
K7EM09,TMEM205
Q96SK2,TMEM209
Q9H330,TMEM245
D6RAA6,TMEM33
Q8WWA1,TMEM40
Q96HV5,TMEM41A
Q5BJD5,TMEM41B
Q9BTV4,TMEM43
Q5T7P6,TMEM78
C9JPV1,SLC6A6
E9PD72,SLC6A19
Q92973,TNPO1
E9PFH4,TNPO3
A0A087WV45,TTR
A0A6I8PRA0,TCOF1
E7ETY2,TCOF1
P53007,SLC25A1
P55084,HADHB
P22102,GART
Q9NVV0,TMEM38B
Q8NDV7,TNRC6A
H0Y720,TNRC6B
P60174,TPI1
A0A0J9YX34,TRIM2
Q12899,TRIM26
Q14134,TRIM29
O14773,TPP1
Q7Z2T5,TRMT1L
Q9UJA5,TRMT6
Q7L0Y3,TRMT10C
Q9NYL9,TMOD3
A0A494BZZ2,TPM1
J3KN67,TPM3
A0A087WWU8,TPM3
A0A2R8YHD2,TPM4
A0A2R8Y5V9,TPM4
E7EQ64,PRSS1
P35030,PRSS3
P23381,WARS1
C9J2C0,TUBA8
F5H5D3,TUBA1C
Q71U36,TUBA1A
P68366,TUBA4A
Q5JP53,TUBB
P07437,TUBB
Q13885,TUBB2A
Q13509,TUBB3
P68371,TUBB4B
Q9BUF5,TUBB6
P23258,TUBG1
A0A2R8Y5H6,TBCE
Q14166,TTLL12
O95379,TNFAIP8
Q6ZUI0,TPRG1
P09758,TACSTD2
Q12792,TWF1
Q6RW13,AGTRAP
Q9UIG0,BAZ1B
P07948,LYN
J3QRU1,YES1
C9J5X1,IGF1R
B4DSN5,PTPN1
H0YHS6,YARS2
P54577,YARS1
P08621,SNRNP70
P09012,SNRPA
P09661,SNRPA1
P08579,SNRPB2
O15042,U2SURP
Q9NV31,IMP3
H0Y714,IMP4
O00566,MPHOSPH10
Q9BVJ6,UTP14A
Q8TED0,UTP15
Q9Y5J1,UTP18
A0A0J9YWM9,UTP4
Q9NYH9,UTP6
O43818,RRP9
O43395,PRPF3
Q8WWY3,PRPF31
O43172,PRPF4
O43290,SART1
Q53GS9,USP39
O75643,SNRNP200
Q96DI7,SNRNP40
Q9Y333,LSM2
V9GZ56,LSM4
P62312,LSM6
F2Z2Y6,LSM8
Q96QD9,FYTTD1
Q9UMX0,UBQLN1
Q14694,USP10
P54578,USP14
P45974,USP5
Q93009,USP7
P09936,UCHL1
A0A087WTB8,UCHL3
A0A075B784,USP36
Q92890,UFD1
J3KR44,OTUB1
Q5VVQ6,YOD1
Q9UGI0,ZRANB1
P62979,RPS27A
Q5T6F2,UBAP2
Q14157,UBAP2L
H9KV45,UBE2D3
P61086,UBE2K
P68036,UBE2L3
P61088,UBE2N
E9PHD0,UBE2Q2
Q13404,UBE2V1
P22314,UBA1
A0A096LNZ9,ISG15
Q9NT62,ATG3
Q04323,UBXN1
Q92575,UBXN4
O60701,UGDH
Q9NYU2,UGGT1
O75795,UGT2B17
Q3KQV9,UAP1L1
P30085,CMPK1
A0A590UK80,3 SV
E9PRG8,C11orf98
A0A1X7SBZ7,C12orf74
J3QS80,C19orf47
Q9BRJ6,C7orf50
Q8TB03,CXorf38
Q8IYS2,KIAA2013
U3KPZ7,1 SV
A0A3B3ITX4,3 SV
A0A494C071,3 SV
A0A0A0MRM8,MYO6
E9PDF6,MYO1B
O00159,MYO1C
J3KRL0,MYO1D
Q12965,MYO1E
M0R0P8,MYO9B
Q9NQX4,MYO5C
Q92614,MYO18A
P11172,UMPS
Q16831,UPP1
E7EUC7,UGP2
P46939,UTRN
P54727,RAD23B
P86790,CCZ1B
E7EW32,MON1B
Q5THJ4,VPS13D
Q9P253,VPS18
O75436,VPS26A
A0A1W2PP10,VPS35
Q96QK1,VPS35
O75351,VPS4B
Q8N1B4,VPS52
Q5VIR6,VPS53
P26640,VARS1
A0A0G2JL52,VARS2
K7EQD0,VASP
P49748,ACADVL
Q6Y1H2,HACD2
Q9P035,HACD3
Q53GQ0,HSD17B12
Q9NZ01,TECR
Q96AJ9,VTI1A
Q9UEU0,VTI1B
Q15836,VAMP3
O95183,VAMP5
Q9BV40,VAMP8
Q9P0L0,VAPA
O95292,VAPB
P46459,NSF
Q96IW7,SEC22A
O75396,SEC22B
Q12907,LMAN2
Q00341,HDLBP
P08670,VIM
P18206,VCL
P38435,GGCX
P04004,VTN
P21796,VDAC1
P45880,VDAC2
Q9Y277,VDAC3
E7ERK3,CACNA2D1
Q13303,KCNAB2
Q7L1W4,LRRC8D
P27449,ATP6V0C
P38606,ATP6V1A
E9PNA6,TCIRG1
B7Z2A9,ATP6V0A1
P21281,ATP6V1B2
Q8NEY4,ATP6V1C2
C9J8H1,ATP6V1E1
Q16864,ATP6V1F
Q9UI12,ATP6V1H
F5GYQ1,ATP6V0D1
Q15904,ATP6AP1
Q8TF30,WHAMM
C9JYB3,WDHD1
O75083,WDR1
Q9BZH6,WDR11
Q9H1Z4,WDR13
Q9BV38,WDR18
A0A499FIZ0,WDR26
Q9UNX4,WDR3
A0A0A0MTB8,WDR36
Q15061,WDR43
A0A140T9L0,WDR46
O15213,WDR46
P61964,WDR5
Q9GZS3,WDR61
Q6RFH5,WDR74
Q8IWA0,WDR75
Q6UXN9,WDR82
A4D1P6,WDR91
Q96MX6,WDR92
Q2TAY7,SMU1
Q9Y6W5,WASF2
A0A669KAX3,WFS1
Q9Y2W2,WBP11
Q9NQH7,XPNPEP3
P12955,PEPD
Q9UBH6,XPR1
Q702N8,XIRP1
P13010,XRCC5
P12956,XRCC6
P67809,YBX1
Q9Y2T7,YBX2
P16989,YBX3
P49750,YLPM1
Q9BYJ9,YTHDF1
Q9Y5A9,YTHDF2
Q7Z739,YTHDF3
J3QR07,YTHDC1
E9PQ61,ZC3H11A
Q5T200,ZC3H13
H0YJA2,ZC3H14
Q8WU90,ZC3H15
Q86VM9,ZC3H18
M0QY97,ZC3H4
Q8IWR0,ZC3H7A
Q7Z2W4,ZC3HAV1
Q96NC0,ZMAT2
O15231,ZNF185
Q8ND82,ZNF280C
B7Z4N4,ZNF346
A0A1W2PNT4,ZNF410
Q96ME7,ZNF512
A0A0C4DFR4,ZNF529
Q9UEG4,ZNF629
Q14966,ZNF638
Q9H0M5,ZNF700
Q9H7S9,ZNF703
Q6DD87,ZNF787
O95218,ZRANB2
Q96KR1,ZFR
Q6PML9,SLC30A9
Q92504,SLC39A7
Q13433,SLC39A6
P25311,AZGP1
A0A0C4DGN4,ZG16B
